question,worker,answer
263008,43,0
263008,1246,0
263008,1241,0
263008,998,0
263013,192,0
263013,137,0
263013,136,0
263013,174,0
263034,467,0
263034,726,0
263034,672,0
263034,1002,0
263053,604,0
263053,774,0
263053,169,1
263053,872,1
263053,440,0
263053,726,0
263053,2019,0
263053,1821,0
263053,670,0
263053,110,0
263081,577,1
263081,2243,1
263081,821,1
263081,271,1
263107,467,0
263107,228,0
263107,698,0
263107,123,0
263110,594,0
263110,591,0
263110,468,0
263110,992,0
263112,1813,0
263112,181,0
263112,235,0
263112,455,0
263118,588,1
263118,2037,1
263118,123,1
263118,697,0
263118,2530,0
263118,45,1
263118,1759,1
263118,395,0
263118,653,1
263118,736,0
263131,543,0
263131,522,0
263131,2392,0
263131,1050,0
263156,233,0
263156,1761,0
263156,565,0
263156,539,0
263160,102,0
263160,95,0
263160,2739,1
263160,2162,0
263160,1161,1
263160,252,1
263160,413,1
263160,2075,0
263160,1327,1
263160,363,0
263173,102,0
263173,95,0
263173,429,0
263173,2739,1
263173,1668,0
263173,1925,0
263180,588,0
263180,228,0
263180,2037,0
263180,123,0
263208,519,0
263208,779,0
263208,541,0
263208,995,0
263212,574,0
263212,516,0
263212,424,0
263212,1397,0
263223,224,0
263223,183,0
263223,268,0
263223,41,0
263223,358,0
263223,162,0
263236,2253,0
263236,94,0
263236,775,0
263236,920,0
263245,35,0
263245,22,0
263245,394,1
263245,41,0
263245,14,0
263245,837,1
263245,535,0
263245,250,1
263245,925,0
263245,297,1
263259,362,0
263259,2392,0
263259,744,0
263259,271,0
263263,618,0
263263,263,0
263263,469,0
263263,480,1
263263,2020,0
263263,546,0
263263,2605,0
263263,244,1
263263,745,0
263263,59,1
263270,271,0
263270,568,0
263270,513,0
263270,325,0
263282,224,0
263282,183,0
263282,268,0
263282,41,0
263282,358,1
263282,162,0
263282,180,0
263282,84,0
263282,2460,1
263282,1908,1
263294,224,0
263294,181,0
263294,250,0
263294,41,0
263296,22,0
263296,143,0
263296,267,1
263296,84,0
263296,194,0
263296,2250,1
263296,99,0
263296,592,0
263296,243,1
263296,1582,1
263300,467,0
263300,698,0
263300,123,0
263300,697,0
263313,64,0
263313,621,1
263313,2680,1
263313,1014,0
263313,282,0
263313,1758,0
263313,427,1
263313,2512,1
263313,11,1
263313,1446,1
263318,218,0
263318,85,0
263318,737,1
263318,2401,1
263318,386,0
263318,211,1
263318,547,1
263318,2022,0
263318,135,1
263318,271,0
263326,110,0
263326,182,0
263326,548,0
263326,576,0
263333,934,0
263333,264,0
263333,1047,0
263333,1743,0
263335,110,0
263335,182,0
263335,548,0
263335,576,0
263370,1107,0
263370,64,0
263370,970,0
263370,1014,0
263415,1047,0
263415,976,0
263415,2263,0
263415,599,0
263442,49,0
263442,789,0
263442,808,0
263442,705,0
263446,224,0
263446,183,0
263446,268,1
263446,41,0
263446,358,1
263446,162,0
263446,180,1
263446,84,0
263446,2460,1
263446,1908,1
263465,937,0
263465,192,0
263465,541,0
263465,1338,0
263471,271,0
263471,568,0
263471,513,0
263471,325,0
263488,121,0
263488,2102,0
263488,552,1
263488,593,0
263488,2194,1
263488,1061,0
263488,1314,1
263488,1544,1
263488,1043,0
263488,243,1
263506,667,0
263506,1093,0
263506,992,0
263506,1431,0
263512,1656,0
263512,763,0
263512,489,0
263512,2246,1
263512,28,0
263512,640,0
263512,14,0
263521,667,0
263521,454,0
263521,520,0
263521,218,0
263524,1047,0
263524,976,0
263524,2263,0
263524,599,0
263537,187,0
263537,763,0
263537,1679,0
263537,164,0
263584,188,1
263584,2102,1
263584,50,0
263584,51,1
263584,52,0
263584,53,0
263584,54,0
263584,1550,0
263584,1240,0
263584,49,0
263590,488,1
263590,346,0
263590,229,1
263590,259,0
263590,1936,1
263590,2380,1
263590,208,1
263590,433,1
263590,1686,0
263590,828,0
263598,934,1
263598,264,1
263598,1047,0
263598,1743,1
263598,532,1
263598,2747,1
263598,1535,0
263598,2748,1
263598,252,1
263598,1214,1
263605,126,0
263605,925,0
263605,1380,0
263605,1624,0
263610,264,0
263610,2680,0
263610,1047,0
263610,1743,0
263613,611,0
263613,774,0
263613,1119,0
263613,503,0
263620,187,0
263620,763,0
263620,1679,0
263620,164,0
263627,662,0
263627,271,0
263627,513,0
263627,2502,0
263633,1107,0
263633,64,0
263633,970,0
263633,1014,0
263651,667,0
263651,1093,0
263651,992,0
263651,1431,0
263662,185,0
263662,907,0
263662,209,0
263662,210,0
263673,584,0
263673,588,0
263673,2037,0
263673,697,0
263675,237,1
263675,1383,1
263675,277,1
263675,250,1
263675,427,1
263675,1019,1
263675,1899,0
263675,1,0
263675,488,1
263675,141,1
263681,693,0
263681,926,0
263681,611,0
263681,887,0
263687,621,0
263687,2680,0
263687,1047,0
263687,1743,1
263687,213,0
263687,587,0
263689,563,1
263689,111,1
263689,2603,0
263689,847,1
263689,955,1
263689,23,1
263689,506,1
263689,226,1
263689,2447,0
263689,310,1
263689,1501,1
263695,218,1
263695,85,0
263695,737,1
263695,2401,1
263695,880,1
263695,488,0
263695,676,1
263695,287,1
263695,1022,1
263695,431,0
263698,934,0
263698,1093,0
263698,1743,0
263698,426,0
263711,64,0
263711,621,0
263711,2680,0
263711,1014,0
263720,64,0
263720,621,0
263720,2680,0
263720,1014,0
263726,934,0
263726,264,0
263726,1047,0
263726,1743,0
263729,64,0
263729,621,0
263729,2680,0
263729,1014,0
263729,282,0
263729,1758,0
263732,233,0
263732,676,0
263732,1306,0
263732,1227,0
263735,467,0
263735,588,0
263735,123,0
263735,697,0
263755,346,1
263755,1888,0
263755,826,0
263755,836,0
263755,94,0
263755,1700,0
263764,763,0
263764,698,0
263764,2033,0
263764,1372,0
263769,584,0
263769,588,0
263769,228,0
263769,2037,0
263803,467,0
263803,698,0
263803,123,0
263803,697,0
263806,1047,0
263806,976,0
263806,2263,0
263806,599,0
263817,693,0
263817,976,0
263817,2263,0
263817,887,0
263847,584,0
263847,588,0
263847,2037,0
263847,697,0
263852,467,0
263852,698,0
263852,123,0
263852,697,0
263854,1107,0
263854,64,0
263854,621,0
263854,1014,0
263858,546,0
263858,490,0
263858,312,1
263858,2401,1
263858,1321,0
263858,639,1
263858,475,0
263858,775,1
263858,143,1
263858,395,0
263861,185,0
263861,209,0
263861,210,0
263861,211,0
263868,693,0
263868,976,0
263868,2263,0
263868,887,0
263875,1656,0
263875,763,0
263875,489,0
263875,2246,0
263875,946,0
263875,1149,0
263880,547,0
263880,701,0
263880,748,0
263880,1365,0
263882,121,1
263882,98,1
263882,539,1
263882,164,1
263882,6,1
263882,1475,1
263882,676,1
263882,1695,1
263882,102,1
263882,429,1
263897,64,0
263897,621,0
263897,2680,1
263897,1014,0
263897,282,1
263897,2748,0
263897,814,0
263897,937,0
263897,223,0
263897,501,0
263903,667,0
263903,2490,0
263903,1093,0
263903,426,0
263912,621,0
263912,2680,0
263912,1047,0
263912,1743,0
263916,779,1
263916,169,1
263916,0,1
263916,520,1
263916,2749,1
263916,635,1
263916,254,1
263916,992,1
263916,154,1
263916,553,1
263916,1152,1
263916,351,1
263916,1411,1
263916,1739,1
263916,2750,1
263916,2580,1
263916,297,1
263916,2614,1
263916,1459,1
263916,1243,1
263916,1616,0
263916,1523,1
263916,1244,1
263916,1246,1
263916,1643,1
263916,123,1
263916,998,1
263916,2751,1
263916,1617,1
263916,2164,1
263916,1162,1
263916,76,1
263916,45,0
263916,426,1
263916,1349,1
263916,443,1
263916,501,1
263916,640,1
263916,1583,1
263916,2207,0
263916,1197,1
263916,1256,1
263916,1628,1
263916,1630,1
263916,1850,1
263916,604,1
263916,37,1
263916,2416,1
263916,644,1
263916,1734,1
263916,150,1
263916,229,1
263916,267,1
263916,2211,1
263916,659,1
263916,2752,1
263916,409,1
263916,2586,1
263916,864,1
263916,2753,1
263916,2273,1
263916,2754,1
263916,114,1
263916,328,1
263916,195,1
263916,1094,1
263916,78,1
263916,105,1
263916,2755,1
263916,231,1
263916,2756,1
263916,770,1
263916,46,1
263916,1271,1
263916,99,1
263916,1302,1
263916,1648,1
263916,1565,1
263916,1509,1
263916,1547,1
263916,238,1
263916,119,1
263916,2757,1
263916,42,1
263916,215,1
263916,1746,1
263916,2758,1
263916,518,1
263916,345,0
263916,2759,1
263916,2760,1
263916,217,1
263916,1484,1
263916,2615,1
263916,322,1
263916,1951,1
263916,466,1
263916,2470,1
263916,2592,1
263916,2213,1
263916,1278,1
263916,2761,1
263916,81,1
263916,181,1
263916,84,1
263916,1154,1
263916,775,1
263916,167,1
263916,935,0
263916,885,1
263916,1988,1
263916,735,1
263916,361,1
263916,391,1
263916,1538,1
263916,2738,1
263916,375,1
263916,6,0
263916,232,1
263916,593,1
263916,1848,1
263916,362,1
263916,422,1
263916,203,1
263916,612,1
263916,1676,1
263916,141,1
263916,59,1
263916,278,1
263916,2001,1
263916,1900,1
263916,1672,1
263916,614,1
263916,1230,1
263916,158,1
263916,1920,1
263916,121,1
263916,673,1
263916,134,1
263916,64,1
263916,260,1
263916,303,1
263916,244,1
263916,2102,1
263916,104,1
263916,273,1
263916,63,1
263916,110,1
263916,783,1
263916,1671,1
263916,1752,1
263916,418,1
263916,404,1
263916,429,1
263916,1975,1
263916,1658,1
263916,213,1
263916,489,1
263916,1713,1
263916,537,1
263916,1212,1
263916,1666,1
263916,1673,1
263916,2762,1
263916,2599,1
263916,2763,1
263916,2173,1
263916,1046,1
263916,136,1
263916,1196,1
263916,411,1
263916,1301,1
263916,1623,1
263916,196,1
263916,310,1
263916,72,0
263916,2162,1
263916,449,1
263916,414,1
263916,1059,1
263916,1167,1
263916,185,1
263916,212,1
263916,1422,1
263916,337,1
263916,75,1
263916,424,1
263916,1121,1
263916,834,0
263916,632,1
263916,763,1
263916,1062,1
263916,44,1
263916,655,1
263916,1550,1
263916,1935,1
263916,1949,1
263916,49,1
263916,468,1
263916,226,1
263916,54,1
263916,1948,1
263916,707,0
263916,464,1
263916,89,0
263916,2472,1
263916,636,1
263916,253,1
263916,40,1
263916,395,1
263916,667,1
263916,94,1
263916,151,0
263916,447,1
263916,393,1
263916,579,1
263916,245,0
263916,1952,1
263916,696,0
263916,1109,1
263916,2172,1
263916,432,1
263916,817,1
263916,646,1
263916,2026,1
263916,274,1
263916,759,1
263916,1847,1
263916,95,1
263916,2065,1
263916,270,1
263916,438,0
263916,2764,1
263916,1033,1
263916,2765,1
263916,2236,1
263916,2766,1
263916,1693,1
263916,653,1
263916,2011,1
263916,263,0
263916,12,1
263916,2767,0
263916,904,1
263916,534,1
263916,2768,1
263916,1544,1
263916,2232,1
263916,2383,1
263916,2769,1
263916,574,1
263916,645,1
263916,685,1
263916,1332,1
263916,43,1
263916,1519,1
263916,264,1
263916,1782,1
263916,2152,1
263916,262,0
263916,27,0
263916,2039,1
263916,616,1
263916,82,1
263916,210,1
263916,29,0
263916,35,1
263916,2770,1
263916,1914,0
263916,130,1
263916,216,1
263916,2771,1
263916,584,1
263916,2274,1
263916,804,1
263916,788,1
263916,726,1
263916,1341,1
263916,1119,1
263916,2246,1
263916,2170,1
263916,2772,1
263916,547,1
263916,2773,1
263916,182,1
263916,445,1
263916,1656,1
263916,149,1
263916,977,1
263916,2621,1
263916,140,1
263916,384,1
263916,2244,1
263916,186,1
263916,723,1
263916,618,1
263916,402,1
263916,598,1
263916,1051,1
263916,1573,0
263916,898,1
263916,619,1
263916,607,1
263916,1387,1
263916,235,1
263916,187,1
263916,225,1
263916,660,0
263916,86,1
263916,192,1
263916,1336,1
263916,2190,1
263916,925,1
263916,206,1
263916,242,1
263916,138,0
263916,545,1
263916,926,1
263916,1133,1
263916,316,1
263916,8,0
263916,127,0
263916,146,1
263916,2022,1
263916,915,1
263916,2278,1
263916,1351,1
263916,844,1
263916,1918,1
263916,198,0
263916,2385,1
263916,1043,1
263916,2107,1
263916,693,1
263916,2260,1
263916,506,1
263916,1482,1
263916,882,1
263916,539,1
263916,687,1
263916,2515,1
263916,237,1
263916,513,1
263916,233,1
263916,550,1
263916,168,1
263916,2774,1
263916,887,1
263916,2020,1
263916,111,0
263916,483,1
263916,440,0
263916,470,0
263916,271,0
263916,1312,1
263916,519,1
263916,2745,1
263916,115,1
263916,1166,1
263916,594,0
263916,946,0
263916,744,1
263916,228,1
263916,795,1
263916,654,1
263916,611,1
263916,247,1
263916,77,0
263916,249,1
263916,1153,0
263916,304,1
263916,822,1
263916,591,0
263916,670,0
263916,417,1
263916,2775,1
263916,474,1
263916,191,0
263916,1293,1
263916,1916,1
263916,796,0
263916,699,1
263916,1171,1
263916,214,1
263916,874,1
263916,1925,0
263916,2504,1
263916,626,0
263916,2776,1
263916,478,1
263916,484,1
263916,10,1
263916,2440,1
263916,1534,1
263916,725,1
263916,137,1
263916,2777,1
263916,812,1
263916,2545,1
263916,527,1
263916,164,1
263916,1352,1
263916,610,1
263916,2513,1
263916,439,1
263916,740,1
263916,1219,0
263916,895,1
263916,143,1
263916,1187,0
263916,2516,1
263916,1009,1
263916,642,0
263916,2420,1
263916,522,1
263916,1032,0
263916,588,1
263916,837,1
263916,1469,1
263916,1743,1
263916,1740,1
263916,1028,1
263916,2404,1
263916,1025,1
263916,2210,1
263916,999,1
263916,68,0
263916,880,1
263916,21,0
263916,953,1
263916,223,0
263916,582,1
263916,11,1
263916,1389,1
263916,2017,1
263916,920,1
263916,266,1
263916,558,1
263916,2265,1
263916,502,1
263916,241,1
263916,497,1
263916,535,0
263916,676,0
263916,546,1
263916,280,0
263916,1785,1
263916,1677,1
263916,747,1
263916,568,1
263916,211,0
263916,601,1
263916,2520,1
263916,2016,1
263916,1961,1
263916,467,1
263916,581,1
263916,98,1
263916,717,0
263916,563,1
263916,521,1
263916,1466,1
263916,28,0
263916,1190,0
263916,2058,0
263916,1202,1
263916,67,1
263916,866,1
263916,658,1
263916,1150,0
263916,1376,1
263916,1182,1
263916,774,1
263916,1344,1
263916,587,0
263916,562,1
263916,841,0
263916,2706,1
263916,652,1
263916,1801,1
263916,921,1
263916,752,1
263916,1393,1
263916,1435,1
263916,2072,1
263916,485,1
263916,1707,1
263916,1432,1
263916,1131,1
263916,1625,1
263916,1346,1
263916,825,0
263916,2664,1
263916,172,1
263916,745,1
263916,1385,1
263916,647,1
263916,996,1
263916,31,1
263916,19,1
263916,193,1
263916,974,1
263916,703,1
263916,662,0
263916,1788,1
263916,679,0
263916,476,1
263916,1084,1
263916,1973,0
263916,748,1
263916,734,1
263916,549,1
263916,2253,1
263916,1433,1
263916,578,0
263916,2778,1
263916,650,1
263916,1337,1
263916,533,1
263916,724,1
263916,656,1
263916,1016,1
263916,25,1
263916,1762,1
263916,1443,1
263916,2297,1
263916,1083,1
263916,405,1
263916,2508,1
263916,694,1
263916,577,1
263916,407,1
263916,633,1
263916,1424,1
263916,764,1
263916,621,0
263916,780,1
263916,2248,1
263916,790,1
263916,729,1
263916,1761,0
263916,768,1
263916,1019,1
263916,1906,1
263916,900,1
263916,1050,1
263916,1520,1
263916,1021,1
263916,74,1
263916,436,1
263916,269,1
263916,2693,1
263916,358,0
263916,530,1
263916,1099,1
263916,2502,1
263916,988,1
263916,1014,1
263916,1228,1
263916,2779,1
263916,2047,1
263916,463,1
263916,1149,1
263916,2780,1
263916,762,0
263916,396,1
263916,1270,1
263916,2163,1
263916,1901,1
263916,732,1
263916,606,1
263916,710,1
263916,808,0
263916,1561,1
263916,561,0
263916,2046,1
263916,1107,1
263916,937,0
263916,2696,1
263916,313,0
263916,1769,1
263916,2286,1
263916,987,1
263916,91,1
263916,2322,1
263916,586,1
263916,1006,1
263916,1857,1
263916,1268,1
263916,2280,1
263916,843,1
263916,1364,1
263916,1081,0
263916,194,0
263916,842,1
263916,5,0
263916,1776,1
263916,71,1
263916,933,1
263916,357,1
263916,488,1
263916,56,1
263916,819,0
263916,1427,1
263916,1394,1
263916,972,1
263916,2625,1
263916,2287,1
263916,1712,1
263916,1451,1
263916,1122,1
263916,1420,1
263916,2282,1
263916,359,1
263916,144,1
263916,335,0
263916,1408,1
263916,492,1
263916,1249,0
263916,1176,1
263916,689,1
263916,643,1
263916,349,1
263916,1340,1
263916,1779,1
263916,751,1
263916,931,0
263916,1826,1
263916,1753,1
263916,222,1
263916,2781,1
263916,363,1
263916,1431,1
263916,1444,1
263916,58,0
263916,712,1
263916,1591,1
263916,876,1
263916,1794,1
263916,892,1
263916,2782,1
263916,1160,1
263916,510,1
263916,487,1
263916,1245,1
263916,1741,1
263916,613,1
263916,423,1
263916,80,1
263916,1494,1
263916,556,1
263916,1110,1
263916,860,1
263916,1053,1
263916,133,1
263916,2783,1
263916,922,1
263916,1784,1
263916,444,1
263916,753,0
263916,1845,0
263916,60,1
263916,1071,1
263916,1136,1
263916,688,0
263916,486,1
263916,1192,1
263916,1438,1
263916,651,1
263916,720,1
263916,1454,1
263916,2288,1
263916,1838,1
263916,1437,1
263916,1615,1
263916,706,1
263916,766,0
263916,1749,1
263916,2629,1
263916,875,1
263916,1852,1
263916,786,0
263916,827,1
263916,661,1
263916,51,1
263916,32,0
263916,66,1
263916,1800,1
263916,785,0
263916,1226,1
263916,1381,0
263916,434,1
263916,2698,1
263916,103,0
263916,93,1
263916,911,0
263916,1048,1
263916,824,0
263916,814,1
263916,2037,0
263916,854,1
263916,142,0
263916,1371,0
263916,2534,0
263916,857,1
263916,2784,1
263916,896,1
263916,1313,1
263916,2019,1
263916,990,1
263916,826,1
263916,700,1
263916,201,1
263916,281,1
263916,722,0
263916,1442,1
263916,387,1
263916,1070,1
263916,836,1
263916,469,1
263916,1467,1
263916,531,1
263916,714,0
263916,14,1
263916,1003,0
263916,1087,1
263916,938,0
263916,867,1
263916,2296,1
263916,829,1
263916,1386,1
263916,1370,1
263916,1108,1
263916,505,1
263916,878,1
263916,312,1
263916,758,1
263916,1515,1
263916,207,1
263916,776,1
263916,318,1
263916,567,1
263916,2048,1
263916,1827,1
263916,1123,0
263916,1012,1
263916,452,0
263916,1792,1
263916,1472,1
263916,1234,1
263916,791,1
263916,255,1
263916,2785,1
263916,2071,1
263916,156,1
263916,1517,1
263916,208,1
263916,1091,1
263916,897,1
263916,1139,0
263916,4,1
263916,2707,1
263916,1098,1
263916,2786,1
263916,639,1
263916,888,0
263916,284,1
263916,630,1
263916,743,1
263916,905,1
263916,126,1
263916,2436,0
263916,1305,1
263916,940,1
263916,1802,1
263916,976,1
263916,981,0
263916,855,1
263916,627,1
263916,495,1
263916,433,1
263916,1831,0
263916,1396,1
263916,1726,1
263916,929,1
263916,951,1
263916,691,1
263916,1144,1
263916,1354,1
263916,835,1
263916,958,1
263916,742,1
263916,1795,1
263916,52,0
263916,858,1
263916,583,0
263916,2076,1
263916,861,0
263916,516,0
263916,962,1
263916,1913,1
263916,2388,1
263916,430,1
263916,2077,0
263916,820,1
263916,1767,1
263916,1758,1
263916,557,1
263916,1679,1
263916,1002,1
263916,2419,1
263916,243,1
263916,2548,1
263916,2304,0
263916,948,1
263916,912,1
263916,1101,1
263916,87,0
263916,950,1
263916,894,1
263916,252,0
263916,175,1
263916,160,1
263916,1803,1
263916,327,1
263916,789,1
263916,683,1
263916,1479,1
263916,1516,1
263916,1475,0
263916,166,0
263916,287,1
263916,504,1
263916,2055,0
263916,454,0
263916,279,1
263916,708,1
263916,869,1
263916,970,1
263916,907,0
263916,1008,1
263916,715,1
263916,930,1
263916,1822,1
263916,425,1
263916,566,1
263916,664,1
263916,2224,1
263916,403,1
263916,1405,1
263916,728,1
263916,475,1
263916,1817,1
263916,914,1
263916,1141,1
263916,2787,1
263916,1783,1
263916,190,1
263916,1811,1
263916,1505,1
263916,1650,1
263916,2531,1
263916,419,1
263916,1331,1
263916,570,1
263916,1075,0
263916,73,1
263916,1465,0
263916,1005,0
263916,1598,1
263916,934,1
263916,102,1
263916,1540,1
263916,2272,1
263916,62,0
263916,1819,1
263916,1474,0
263916,1001,1
263916,886,0
263916,984,1
263916,872,1
263916,736,1
263916,2788,1
263916,200,1
263916,1078,1
263916,980,1
263916,944,1
263916,2433,1
263916,955,0
263916,1355,1
263916,560,1
263916,801,0
263916,625,1
263916,1501,1
263916,1566,0
263916,1140,0
263916,956,0
263916,1076,1
263916,1124,0
263916,1018,1
263916,1004,1
263916,2789,1
263916,479,1
263916,1374,0
263916,1031,0
263916,512,1
263916,2542,1
263916,1377,1
263916,1178,0
263916,1498,1
263916,2456,1
263916,30,1
263916,1823,1
263916,15,1
263916,20,1
263916,1500,1
263916,2790,1
263916,891,1
263916,595,1
263916,1660,1
263916,1042,1
263916,1808,1
263916,928,0
263916,2097,1
263916,1188,1
263916,69,1
263916,2791,1
263916,2636,1
263916,2792,1
263916,754,1
263916,1580,1
263916,1037,1
263916,538,1
263916,1116,0
263916,1035,1
263916,680,1
263916,1067,1
263916,698,1
263916,218,1
263916,815,1
263916,1281,1
263916,2,0
263916,609,0
263916,1862,1
263916,975,1
263916,2793,1
263916,973,0
263916,1763,1
263916,2406,1
263916,1570,1
263916,148,1
263916,1735,1
263916,441,1
263916,799,0
263916,1209,1
263916,2093,1
263916,2321,1
263916,1169,1
263916,2681,1
263916,1092,0
263916,1175,1
263916,2064,1
263916,1725,0
263916,1143,1
263916,364,1
263916,1985,1
263916,79,1
263916,2794,1
263916,1066,1
263916,57,0
263916,179,1
263916,1866,1
263916,1132,1
263916,1698,1
263916,2068,1
263916,1436,1
263916,1024,0
263916,2380,1
263916,355,1
263916,1221,1
263916,1057,1
263916,554,0
263916,1128,0
263916,1155,1
263916,2116,1
263916,2242,1
263916,1148,1
263916,1015,1
263916,964,1
263916,859,0
263916,580,1
263916,124,1
263916,1079,0
263916,386,1
263916,2035,1
263916,2121,1
263916,70,0
263916,1195,1
263916,1017,1
263916,1194,1
263916,2113,1
263916,2115,1
263916,1837,0
263916,856,1
263916,528,1
263916,1103,1
263916,1365,1
263916,2448,1
263916,428,0
263916,1093,1
263916,1458,1
263916,1207,1
263916,1126,0
263916,1023,1
263916,1812,1
263916,2305,0
263916,1607,0
263916,936,0
263916,932,1
263916,792,1
263916,1010,1
263916,1165,1
263916,543,1
263916,830,1
263916,1214,1
263916,2131,1
263916,1157,1
263916,536,1
263916,1056,1
263916,2074,1
263916,1594,1
263916,957,1
263916,1891,1
263916,2795,1
263916,1177,1
263916,374,1
263916,100,1
263916,159,1
263916,2126,1
263916,1874,1
263916,1052,0
263916,330,1
263916,1820,1
263916,2796,1
263916,2128,1
263916,1588,1
263916,1745,1
263916,1488,1
263916,2797,1
263916,2798,1
263916,802,0
263916,204,1
263916,2374,1
263916,1429,1
263916,1536,1
263916,2334,1
263916,346,1
263916,2148,1
263916,1054,1
263916,220,1
263916,128,1
263916,2341,1
263916,2799,1
263916,1315,1
263916,669,1
263916,1100,0
263916,1441,1
263916,1855,1
263916,2133,1
263916,2800,1
263916,2459,1
263916,1339,0
263916,1548,1
263916,2183,1
263916,1934,1
263916,1179,0
263916,2023,0
263916,1375,1
263916,1213,1
263916,2090,1
263916,2801,1
263916,1471,1
263927,693,0
263927,926,0
263927,2263,0
263927,887,0
263931,64,0
263931,621,1
263931,2680,1
263931,1014,1
263931,282,0
263931,1758,1
263931,427,1
263931,2512,0
263931,11,1
263931,1446,1
263938,763,1
263938,698,0
263938,120,1
263938,1372,0
263938,907,1
263938,535,0
263938,198,0
263938,1371,0
263938,1075,0
263938,1249,0
263956,1213,0
263956,346,0
263956,229,0
263956,2600,0
263963,467,0
263963,698,0
263963,123,0
263963,697,0
263973,49,0
263973,789,0
263973,808,0
263973,705,0
263989,211,0
263989,763,0
263989,225,0
263989,2246,1
263989,946,0
263989,1149,0
263991,626,0
263991,229,0
263991,593,0
263991,596,0
263991,1349,0
264011,1219,0
264011,822,0
264011,2089,0
264011,172,0
264011,407,0
264012,169,1
264012,20,1
264012,181,1
264012,250,0
264012,645,1
264012,322,0
264012,309,1
264012,1249,1
264012,95,1
264012,119,1
264013,667,0
264013,934,0
264013,1093,0
264013,426,0
264018,211,0
264018,763,0
264018,225,0
264018,548,0
264025,35,0
264025,581,0
264025,817,0
264025,880,0
264027,584,0
264027,588,0
264027,228,0
264027,2037,0
264027,1229,1
264027,970,0
264028,729,0
264028,280,0
264028,483,0
264028,255,0
264044,693,0
264044,926,0
264044,887,0
264044,1448,0
264046,172,0
264046,86,0
264046,2407,0
264046,498,0
264055,187,0
264055,64,0
264055,1244,0
264055,346,0
264071,452,1
264071,123,1
264071,42,1
264071,1393,1
264071,346,1
264071,1047,1
264074,211,0
264074,763,0
264074,225,0
264074,548,0
264093,934,0
264093,568,0
264093,1743,0
264093,426,0
264095,541,0
264095,201,0
264095,995,0
264095,1728,0
264101,211,1
264101,191,0
264101,642,1
264101,405,0
264101,669,1
264101,517,0
264101,131,1
264101,541,1
264101,142,0
264101,1351,1
264122,535,0
264122,626,0
264122,229,0
264122,596,0
264125,1656,0
264125,763,0
264125,489,0
264125,2246,1
264125,946,0
264125,635,0
264137,346,0
264137,1888,0
264137,826,0
264137,836,0
264145,667,0
264145,934,0
264145,1093,0
264145,426,0
264148,926,0
264148,138,0
264148,2244,0
264148,87,0
264178,218,0
264178,85,0
264178,737,0
264178,2401,0
264182,763,0
264182,698,0
264182,123,0
264182,120,0
264189,795,1
264189,1162,1
264189,489,1
264189,535,1
264189,2470,1
264189,1914,0
264189,146,1
264189,935,1
264189,137,1
264189,1076,1
264200,1656,0
264200,763,0
264200,489,0
264200,2246,1
264200,946,0
264200,1149,0
264204,211,0
264204,926,0
264204,642,0
264204,405,0
264212,110,0
264212,182,0
264212,548,1
264212,2770,0
264212,402,0
264212,576,0
264214,898,0
264214,1189,0
264214,572,1
264214,2200,1
264214,84,0
264214,588,0
264214,2243,0
264214,844,0
264214,1732,0
264214,267,0
264226,574,0
264226,1190,0
264226,601,0
264226,1654,0
264239,49,1
264239,789,1
264239,808,1
264239,705,1
264243,729,0
264243,280,0
264243,483,0
264243,255,0
264251,211,0
264251,110,0
264251,225,0
264251,548,0
264253,2231,1
264253,155,1
264253,131,1
264253,95,1
264253,192,1
264253,1134,1
264253,288,1
264253,2449,1
264253,2802,1
264253,73,1
264253,172,0
264253,9,1
264253,109,1
264253,992,1
264253,502,1
264253,74,1
264253,667,1
264253,1152,1
264253,1875,1
264253,1739,1
264253,1013,1
264253,2505,1
264253,2803,0
264253,211,1
264253,816,1
264253,1614,1
264253,665,1
264253,2804,1
264253,1544,1
264253,477,1
264253,2805,1
264253,75,1
264253,417,1
264253,998,0
264253,1899,1
264253,2806,1
264253,241,1
264253,213,1
264253,1247,1
264253,239,1
264253,105,1
264253,2352,0
264253,649,1
264253,307,1
264253,229,1
264253,2807,1
264253,1672,1
264253,147,1
264253,1624,1
264253,837,0
264253,2808,1
264253,2356,1
264253,2206,0
264253,2357,0
264253,1254,0
264253,2482,0
264253,2666,1
264253,2809,1
264253,2810,1
264253,1091,1
264253,150,1
264253,745,1
264253,1125,1
264253,2811,0
264253,2212,1
264253,1745,1
264253,221,1
264253,1892,1
264253,2812,0
264253,2813,0
264253,1971,1
264253,2814,1
264253,2215,0
264253,2815,1
264253,1110,1
264253,0,1
264253,2485,1
264253,510,1
264253,327,1
264253,1087,1
264253,160,1
264253,956,1
264253,2816,1
264253,84,1
264253,42,0
264253,8,0
264253,1907,1
264253,2715,1
264253,2817,0
264253,2743,0
264253,190,1
264253,2818,1
264253,808,0
264253,1466,0
264253,627,1
264253,2819,1
264253,166,0
264253,2194,1
264253,2820,1
264253,1705,1
264253,396,0
264253,207,0
264253,1033,1
264253,2821,1
264253,1925,1
264253,347,1
264253,179,1
264253,2642,0
264253,358,1
264253,2822,1
264253,2823,1
264253,199,1
264253,350,1
264253,997,1
264253,1640,1
264253,2824,1
264253,1209,1
264253,43,1
264253,453,0
264253,2825,1
264253,46,1
264253,1768,1
264253,915,1
264253,176,1
